Month,Hour,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed
1,14,80,117,20.537,33.325,969.781,6.205
1,19,80,249,20.537,24.658,970.733,4.708
1,20,80,250,20.537,23.193,970.66,4.138
1,20,80,249,20.537,22.461,970.587,3.788
2,11,80,52,20.537,34.668,961.358,2.401
2,7,80,34,20.537,30.396,975.641,3.502
4,1,80,301,20.537,31.006,968.536,13.043
4,2,80,302,20.537,30.884,968.463,13.664
4,2,80,301,20.537,30.518,968.609,13.369
9,0,78,322,20.537,70.313,965.68,10.789
9,2,78,311,20.537,72.51,966.705,9.647
9,5,78,312,20.537,75.806,967.511,9.154
9,0,78,313,20.537,70.557,966.119,11.031
9,6,78,313,20.537,75.562,966.852,9.005
10,0,78,285,20.537,69.946,964.728,7.994
10,0,78,285,20.537,70.435,964.728,7.874
10,1,78,284,20.537,70.801,964.728,7.874
10,4,78,291,20.537,74.585,965.24,6.548
10,1,78,301,20.537,66.406,968.39,10.02
10,4,78,305,20.537,72.754,969.269,12.008
10,18,78,326,20.537,59.57,968.976,16.185
10,9,78,323,20.537,49.927,968.463,12.579
10,17,78,312,20.537,53.345,968.097,13.866
10,17,78,313,20.537,53.955,968.097,14.154
10,9,78,320,20.537,47.485,969.049,11.681
10,9,78,319,20.537,46.143,968.976,11.969
10,16,78,319,20.537,49.805,969.488,16.647
10,8,78,322,20.537,46.631,971.173,10.97
10,7,78,313,20.537,45.288,971.612,9.617
10,20,78,294,20.537,43.579,969.854,9.256
10,5,78,304,20.537,53.101,970.074,7.608
10,1,78,285,20.537,30.396,970.66,9.361
10,2,78,281,20.537,31.86,970.733,9.42
10,2,78,282,20.537,32.471,970.733,9.058
10,3,78,281,20.537,31.494,970.733,8.59
10,22,78,302,20.537,85.693,966.339,9.464
10,6,78,313,20.537,74.829,967.95,7.381
10,2,78,302,20.537,56.885,969.488,9.393
10,2,78,304,20.537,55.176,969.635,9.554
10,2,78,291,20.537,39.063,968.609,9.542
10,5,78,292,20.537,49.683,967.804,7.064
10,5,78,294,20.537,48.584,967.804,6.929
10,6,78,318,20.537,68.359,973.297,7.53
10,18,78,320,20.537,63.232,972.711,15.309
10,18,78,304,20.537,48.462,971.466,11.671
10,6,78,304,20.537,50.049,970.44,7.54
10,2,78,291,20.537,45.288,968.902,6.736
10,3,78,289,20.537,45.532,968.902,6.622
10,3,78,289,20.537,44.922,968.902,6.817
10,3,78,287,20.537,44.8,968.976,7.61
10,2,78,282,20.537,40.649,969.195,7.103
10,2,78,280,20.537,42.114,969.342,6.841
10,2,78,284,20.537,42.114,969.415,5.987
10,2,78,289,20.537,42.114,969.415,6.573
10,3,78,288,20.537,41.87,969.488,6.78
10,3,78,284,20.537,41.26,969.635,6.688
10,3,78,289,20.537,41.992,969.635,6.729
10,19,78,285,20.537,61.035,969.342,9.11
10,19,78,281,20.537,60.913,969.342,8.558
10,20,78,285,20.537,60.669,969.269,9.061
10,20,78,285,20.537,60.547,969.269,9.891
10,20,78,284,20.537,60.425,969.269,9.561
10,6,78,306,20.537,50.659,969.415,7.713
10,20,78,297,20.537,59.448,968.536,10.02
10,20,78,297,20.537,59.814,968.609,9.583
10,17,78,318,20.537,55.664,968.609,13.666
10,7,78,320,20.537,53.833,968.976,9.246
10,7,78,316,20.537,51.147,969.488,7.811
10,18,78,313,20.537,42.114,968.243,12.242
10,8,78,326,20.537,59.814,968.463,8.133
10,16,78,298,20.537,58.228,966.852,6.666
10,17,78,291,20.537,56.763,967.218,6.321
10,18,78,287,20.537,56.396,967.218,6.251
10,19,78,294,20.537,56.396,967.071,7.789
10,15,78,315,20.537,61.157,967.145,4.241
10,15,78,313,20.537,62.5,967.291,4.554
10,16,78,294,20.537,59.937,967.584,4.378
10,16,78,288,20.537,61.035,967.73,4.329
10,16,78,284,20.537,62.012,967.877,4.48
10,16,78,278,20.537,62.134,967.95,4.529
10,17,78,271,20.537,61.157,968.316,5.174
10,17,78,273,20.537,60.547,968.316,5.291
10,22,78,299,20.537,55.908,967.657,6.39
10,6,78,306,20.537,69.092,969.708,5.003
11,6,78,325,20.537,72.266,970.294,9.989
11,7,78,322,20.537,62.744,970.147,6.785
11,7,78,322,20.537,62.988,970.953,6.946
11,20,78,289,20.537,52.612,970.807,8.424
11,5,78,301,20.537,52.612,971.393,5.674
11,2,78,273,20.537,52.124,969.708,5.765
11,3,78,271,20.537,51.27,969.708,6.148
11,3,78,260,20.537,49.316,969.854,6.133
11,21,78,309,20.537,62.378,965.753,6.656
11,23,78,267,20.537,49.683,965.094,6.514
11,0,78,289,20.537,48.096,964.801,3.98
11,0,78,278,20.537,48.218,964.947,3.382
11,1,78,278,20.537,47.729,964.801,3.47
11,3,78,294,20.537,48.95,965.094,5.635
11,18,78,313,20.537,62.866,966.046,11.048
11,7,78,320,20.537,61.035,967.364,8.262
11,15,78,313,20.537,58.838,966.705,9.493
11,8,78,326,20.537,64.819,968.17,8.121
11,18,78,305,20.537,64.819,968.17,10.951
11,23,78,295,20.537,62.744,968.023,6.627
11,5,78,274,20.537,62.012,969.708,4.236
11,21,78,316,20.537,61.89,968.243,11.153
11,19,78,308,20.537,48.95,968.756,11.19
11,6,78,301,20.537,45.41,969.415,4.934
11,16,78,274,20.537,55.176,967.877,7.759
11,17,78,284,20.537,49.194,968.463,5.992
11,18,78,282,20.537,48.828,968.536,5.809
11,18,78,278,20.537,48.462,968.609,5.738
11,21,78,289,20.537,47.241,968.316,5.652
11,7,78,313,20.537,52.612,968.976,5.281
11,15,78,287,20.537,54.077,968.17,6.744
11,18,78,291,20.537,44.189,969.342,8.988
11,14,78,312,20.537,41.016,968.316,9.569
11,10,78,327,20.537,41.382,970.514,8.897
11,13,78,326,20.537,49.316,970.221,10.245
11,15,78,311,20.537,40.039,970.001,6.761
11,17,78,125,20.537,66.284,969.342,4.112
11,19,78,312,20.537,48.34,969.342,2.83
11,20,78,308,20.537,53.711,969.415,2.007
11,21,78,94,20.537,53.467,968.976,1.48
11,1,78,277,20.537,43.091,968.536,1.421
11,2,78,15,20.537,44.556,968.756,1.716
11,2,78,67,20.537,50.781,968.829,1.201
11,4,78,159,20.537,47.607,968.829,1.748
11,4,78,316,20.537,64.209,972.198,8.287
11,16,78,295,20.537,65.796,972.052,7.056
11,17,78,295,20.537,65.918,972.052,7.203
11,21,78,86,20.537,43.335,970.44,3.64
12,21,78,306,20.537,74.463,967.73,8.692
12,21,78,306,20.537,75.806,967.657,7.928
12,17,78,131,20.537,39.185,970.44,4.942
12,7,78,160,20.537,26.245,970.88,2.925
12,15,78,230,20.537,22.583,968.536,8.673
1,14,78,104,20.537,38.452,969.562,6.458
1,14,78,117,20.537,33.325,969.781,6.168
1,19,78,249,20.537,24.658,970.733,4.744
1,20,78,250,20.537,23.193,970.66,4.131
1,20,78,249,20.537,22.461,970.587,3.792
2,11,78,52,20.537,34.668,961.358,2.378
2,7,78,34,20.537,30.396,975.641,3.477
4,1,78,301,20.537,31.006,968.536,12.943
4,2,78,302,20.537,30.884,968.463,13.556
4,2,78,301,20.537,30.518,968.609,13.258
9,0,60,322,20.537,70.313,965.68,10.161
9,2,60,311,20.537,72.51,966.705,9.212
9,5,60,312,20.537,75.806,967.511,9.114
9,0,60,313,20.537,70.557,966.119,10.585
9,6,60,313,20.537,75.562,966.852,8.928
10,0,60,285,20.537,69.946,964.728,7.64
10,0,60,285,20.537,70.435,964.728,7.513
10,1,60,284,20.537,70.801,964.728,7.533
10,4,60,291,20.537,74.585,965.24,6.578
10,1,60,301,20.537,66.406,968.39,9.576
10,4,60,305,20.537,72.754,969.269,11.933
10,18,60,326,20.537,59.57,968.976,15.8
10,9,60,323,20.537,49.927,968.463,12.437
10,17,60,312,20.537,53.345,968.097,13.304
10,17,60,313,20.537,53.955,968.097,13.448
10,9,60,320,20.537,47.485,969.049,11.573
10,9,60,319,20.537,46.143,968.976,11.838
10,16,60,319,20.537,49.805,969.488,16.06
10,8,60,322,20.537,46.631,971.173,10.886
10,7,60,313,20.537,45.288,971.612,9.584
10,20,60,294,20.537,43.579,969.854,8.776
10,5,60,304,20.537,53.101,970.074,7.635
10,1,60,285,20.537,30.396,970.66,9.092
10,2,60,281,20.537,31.86,970.733,9.131
10,2,60,282,20.537,32.471,970.733,8.854
10,3,60,281,20.537,31.494,970.733,8.409
10,22,60,302,20.537,85.693,966.339,9.128
10,6,60,313,20.537,74.829,967.95,7.339
10,2,60,302,20.537,56.885,969.488,8.732
10,2,60,304,20.537,55.176,969.635,8.915
10,2,60,291,20.537,39.063,968.609,8.957
10,5,60,292,20.537,49.683,967.804,7.058
10,5,60,294,20.537,48.584,967.804,6.884
10,6,60,318,20.537,68.359,973.297,7.579
10,18,60,320,20.537,63.232,972.711,14.765
10,18,60,304,20.537,48.462,971.466,11.062
10,6,60,304,20.537,50.049,970.44,7.393
10,2,60,291,20.537,45.288,968.902,6.458
10,3,60,289,20.537,45.532,968.902,6.38
10,3,60,289,20.537,44.922,968.902,6.566
10,3,60,287,20.537,44.8,968.976,7.053
10,2,60,282,20.537,40.649,969.195,6.877
10,2,60,280,20.537,42.114,969.342,6.527
10,2,60,284,20.537,42.114,969.415,5.763
10,2,60,289,20.537,42.114,969.415,6.338
10,3,60,288,20.537,41.87,969.488,6.515
10,3,60,284,20.537,41.26,969.635,6.417
10,3,60,289,20.537,41.992,969.635,6.622
10,19,60,285,20.537,61.035,969.342,8.769
10,19,60,281,20.537,60.913,969.342,8.218
10,20,60,285,20.537,60.669,969.269,8.678
10,20,60,285,20.537,60.547,969.269,9.559
10,20,60,284,20.537,60.425,969.269,9.29
10,6,60,306,20.537,50.659,969.415,7.755
10,20,60,297,20.537,59.448,968.536,9.527
10,20,60,297,20.537,59.814,968.609,9.19
10,17,60,318,20.537,55.664,968.609,12.968
10,7,60,320,20.537,53.833,968.976,9.263
10,7,60,316,20.537,51.147,969.488,7.802
10,18,60,313,20.537,42.114,968.243,11.219
10,8,60,326,20.537,59.814,968.463,8.034
10,16,60,298,20.537,58.228,966.852,6.37
10,17,60,291,20.537,56.763,967.218,6.174
10,18,60,287,20.537,56.396,967.218,6.155
10,19,60,294,20.537,56.396,967.071,7.396
10,15,60,315,20.537,61.157,967.145,3.876
10,15,60,313,20.537,62.5,967.291,4.268
10,16,60,294,20.537,59.937,967.584,4.219
10,16,60,288,20.537,61.035,967.73,4.251
10,16,60,284,20.537,62.012,967.877,4.439
10,16,60,278,20.537,62.134,967.95,4.419
10,17,60,271,20.537,61.157,968.316,5.134
10,17,60,273,20.537,60.547,968.316,5.31
10,22,60,299,20.537,55.908,967.657,6.101
10,6,60,306,20.537,69.092,969.708,4.882
11,6,60,325,20.537,72.266,970.294,9.939
11,7,60,322,20.537,62.744,970.147,6.737
11,7,60,322,20.537,62.988,970.953,6.879
11,20,60,289,20.537,52.612,970.807,8.123
11,5,60,301,20.537,52.612,971.393,5.638
11,2,60,273,20.537,52.124,969.708,6.057
11,3,60,271,20.537,51.27,969.708,6.463
11,3,60,260,20.537,49.316,969.854,6.414
11,21,60,309,20.537,62.378,965.753,6.397
11,23,60,267,20.537,49.683,965.094,6.284
11,0,60,289,20.537,48.096,964.801,3.984
11,0,60,278,20.537,48.218,964.947,3.585
11,1,60,278,20.537,47.729,964.801,3.627
11,3,60,294,20.537,48.95,965.094,5.611
11,18,60,313,20.537,62.866,966.046,10.526
11,7,60,320,20.537,61.035,967.364,8.245
11,15,60,313,20.537,58.838,966.705,8.874
11,8,60,326,20.537,64.819,968.17,8.105
11,18,60,305,20.537,64.819,968.17,10.139
11,23,60,295,20.537,62.744,968.023,6.306
11,5,60,274,20.537,62.012,969.708,4.148
11,21,60,316,20.537,61.89,968.243,10.173
11,19,60,308,20.537,48.95,968.756,10.281
11,6,60,301,20.537,45.41,969.415,4.88
11,16,60,274,20.537,55.176,967.877,7.479
11,17,60,284,20.537,49.194,968.463,5.815
11,18,60,282,20.537,48.828,968.536,5.788
11,18,60,278,20.537,48.462,968.609,5.761
11,21,60,289,20.537,47.241,968.316,5.305
11,7,60,313,20.537,52.612,968.976,5.239
11,15,60,287,20.537,54.077,968.17,6.424
11,18,60,291,20.537,44.189,969.342,8.666
11,14,60,312,20.537,41.016,968.316,8.979
11,10,60,327,20.537,41.382,970.514,8.737
11,13,60,326,20.537,49.316,970.221,9.86
11,15,60,311,20.537,40.039,970.001,6.37
11,17,60,125,20.537,66.284,969.342,3.6
11,19,60,312,20.537,48.34,969.342,2.625
11,20,60,308,20.537,53.711,969.415,1.95
11,21,60,94,20.537,53.467,968.976,2.121
11,1,60,277,20.537,43.091,968.536,1.443
11,2,60,15,20.537,44.556,968.756,1.497
11,2,60,67,20.537,50.781,968.829,0.917
11,4,60,159,20.537,47.607,968.829,1.874
11,4,60,316,20.537,64.209,972.198,8.037
11,16,60,295,20.537,65.796,972.052,6.887
11,17,60,295,20.537,65.918,972.052,6.955
11,21,60,86,20.537,43.335,970.44,3.492
12,21,60,306,20.537,74.463,967.73,8.431
12,21,60,306,20.537,75.806,967.657,7.596
12,17,60,131,20.537,39.185,970.44,4.278
12,7,60,160,20.537,26.245,970.88,2.843
12,15,60,230,20.537,22.583,968.536,8.619
1,14,60,104,20.537,38.452,969.562,6.289
1,14,60,117,20.537,33.325,969.781,5.944
1,19,60,249,20.537,24.658,970.733,4.968
1,20,60,250,20.537,23.193,970.66,4.26
1,20,60,249,20.537,22.461,970.587,3.937
2,11,60,52,20.537,34.668,961.358,2.403
2,7,60,34,20.537,30.396,975.641,3.399
4,1,60,301,20.537,31.006,968.536,12.161
4,2,60,302,20.537,30.884,968.463,12.628
4,2,60,301,20.537,30.518,968.609,12.342
9,0,40,322,20.537,70.313,965.68,9.552
9,2,40,311,20.537,72.51,966.705,8.769
9,5,40,312,20.537,75.806,967.511,9.019
9,0,40,313,20.537,70.557,966.119,10.103
9,6,40,313,20.537,75.562,966.852,8.95
10,0,40,285,20.537,69.946,964.728,7.256
10,0,40,285,20.537,70.435,964.728,7.031
10,1,40,284,20.537,70.801,964.728,7.092
10,4,40,291,20.537,74.585,965.24,6.563
10,1,40,301,20.537,66.406,968.39,9.031
10,4,40,305,20.537,72.754,969.269,11.839
10,18,40,326,20.537,59.57,968.976,14.972
10,9,40,323,20.537,49.927,968.463,12.294
10,17,40,312,20.537,53.345,968.097,12.583
10,17,40,313,20.537,53.955,968.097,12.575
10,9,40,320,20.537,47.485,969.049,11.4
10,9,40,319,20.537,46.143,968.976,11.775
10,16,40,319,20.537,49.805,969.488,15.207
10,8,40,322,20.537,46.631,971.173,10.752
10,7,40,313,20.537,45.288,971.612,9.489
10,20,40,294,20.537,43.579,969.854,8.436
10,5,40,304,20.537,53.101,970.074,7.513
10,1,40,285,20.537,30.396,970.66,8.671
10,2,40,281,20.537,31.86,970.733,9.011
10,2,40,282,20.537,32.471,970.733,8.664
10,3,40,281,20.537,31.494,970.733,8.22
10,22,40,302,20.537,85.693,966.339,8.566
10,6,40,313,20.537,74.829,967.95,7.185
10,2,40,302,20.537,56.885,969.488,7.848
10,2,40,304,20.537,55.176,969.635,8.255
10,2,40,291,20.537,39.063,968.609,8.333
10,5,40,292,20.537,49.683,967.804,6.994
10,5,40,294,20.537,48.584,967.804,6.764
10,6,40,318,20.537,68.359,973.297,7.503
10,18,40,320,20.537,63.232,972.711,13.844
10,18,40,304,20.537,48.462,971.466,10.522
10,6,40,304,20.537,50.049,970.44,7.327
10,2,40,291,20.537,45.288,968.902,6.059
10,3,40,289,20.537,45.532,968.902,6.149
10,3,40,289,20.537,44.922,968.902,6.561
10,3,40,287,20.537,44.8,968.976,6.61
10,2,40,282,20.537,40.649,969.195,6.664
10,2,40,280,20.537,42.114,969.342,6.198
10,2,40,284,20.537,42.114,969.415,5.486
10,2,40,289,20.537,42.114,969.415,6.137
10,3,40,288,20.537,41.87,969.488,6.176
10,3,40,284,20.537,41.26,969.635,6.103
10,3,40,289,20.537,41.992,969.635,6.507
10,19,40,285,20.537,61.035,969.342,8.377
10,19,40,281,20.537,60.913,969.342,7.799
10,20,40,285,20.537,60.669,969.269,8.169
10,20,40,285,20.537,60.547,969.269,9.148
10,20,40,284,20.537,60.425,969.269,8.806
10,6,40,306,20.537,50.659,969.415,7.582
10,20,40,297,20.537,59.448,968.536,9.021
10,20,40,297,20.537,59.814,968.609,8.705
10,17,40,318,20.537,55.664,968.609,12.189
10,7,40,320,20.537,53.833,968.976,9.244
10,7,40,316,20.537,51.147,969.488,7.746
10,18,40,313,20.537,42.114,968.243,10.152
10,8,40,326,20.537,59.814,968.463,7.961
10,16,40,298,20.537,58.228,966.852,5.978
10,17,40,291,20.537,56.763,967.218,6.015
10,18,40,287,20.537,56.396,967.218,6.083
10,19,40,294,20.537,56.396,967.071,7.116
10,15,40,315,20.537,61.157,967.145,3.655
10,15,40,313,20.537,62.5,967.291,3.932
10,16,40,294,20.537,59.937,967.584,4.127
10,16,40,288,20.537,61.035,967.73,4.265
10,16,40,284,20.537,62.012,967.877,4.47
10,16,40,278,20.537,62.134,967.95,4.468
10,17,40,271,20.537,61.157,968.316,5.148
10,17,40,273,20.537,60.547,968.316,5.386
10,22,40,299,20.537,55.908,967.657,5.728
10,6,40,306,20.537,69.092,969.708,4.735
11,6,40,325,20.537,72.266,970.294,9.9
11,7,40,322,20.537,62.744,970.147,6.688
11,7,40,322,20.537,62.988,970.953,6.815
11,20,40,289,20.537,52.612,970.807,7.657
11,5,40,301,20.537,52.612,971.393,5.572
11,2,40,273,20.537,52.124,969.708,6.265
11,3,40,271,20.537,51.27,969.708,6.624
11,3,40,260,20.537,49.316,969.854,6.46
11,21,40,309,20.537,62.378,965.753,6.223
11,23,40,267,20.537,49.683,965.094,6.015
11,0,40,289,20.537,48.096,964.801,4.076
11,0,40,278,20.537,48.218,964.947,3.821
11,1,40,278,20.537,47.729,964.801,3.995
11,3,40,294,20.537,48.95,965.094,5.515
11,18,40,313,20.537,62.866,966.046,9.692
11,7,40,320,20.537,61.035,967.364,8.196
11,15,40,313,20.537,58.838,966.705,8.061
11,8,40,326,20.537,64.819,968.17,7.978
11,18,40,305,20.537,64.819,968.17,9.344
11,23,40,295,20.537,62.744,968.023,5.912
11,5,40,274,20.537,62.012,969.708,4.145
11,21,40,316,20.537,61.89,968.243,8.867
11,19,40,308,20.537,48.95,968.756,9.241
11,6,40,301,20.537,45.41,969.415,4.725
11,16,40,274,20.537,55.176,967.877,7.094
11,17,40,284,20.537,49.194,968.463,5.719
11,18,40,282,20.537,48.828,968.536,5.721
11,18,40,278,20.537,48.462,968.609,5.731
11,21,40,289,20.537,47.241,968.316,4.955
11,7,40,313,20.537,52.612,968.976,5.217
11,15,40,287,20.537,54.077,968.17,5.875
11,18,40,291,20.537,44.189,969.342,8.318
11,14,40,312,20.537,41.016,968.316,8.176
11,10,40,327,20.537,41.382,970.514,8.703
11,13,40,326,20.537,49.316,970.221,9.055
11,15,40,311,20.537,40.039,970.001,5.954
11,17,40,125,20.537,66.284,969.342,2.872
11,19,40,312,20.537,48.34,969.342,2.441
11,20,40,308,20.537,53.711,969.415,1.897
11,21,40,94,20.537,53.467,968.976,3.053
11,1,40,277,20.537,43.091,968.536,1.54
11,2,40,15,20.537,44.556,968.756,1.2
11,2,40,67,20.537,50.781,968.829,0.764
11,4,40,159,20.537,47.607,968.829,2.074
11,4,40,316,20.537,64.209,972.198,7.462
11,16,40,295,20.537,65.796,972.052,6.617
11,17,40,295,20.537,65.918,972.052,6.678
11,21,40,86,20.537,43.335,970.44,2.651
12,21,40,306,20.537,74.463,967.73,8.142
12,21,40,306,20.537,75.806,967.657,7.107
12,17,40,131,20.537,39.185,970.44,3.334
12,7,40,160,20.537,26.245,970.88,2.786
12,15,40,230,20.537,22.583,968.536,8.544
1,14,40,104,20.537,38.452,969.562,5.966
1,14,40,117,20.537,33.325,969.781,5.146
1,19,40,249,20.537,24.658,970.733,4.776
1,20,40,250,20.537,23.193,970.66,4.402
1,20,40,249,20.537,22.461,970.587,4.132
2,11,40,52,20.537,34.668,961.358,2.223
2,7,40,34,20.537,30.396,975.641,3.312
4,1,40,301,20.537,31.006,968.536,11.138
4,2,40,302,20.537,30.884,968.463,11.562
4,2,40,301,20.537,30.518,968.609,11.471
9,0,20,322,20.537,70.313,965.68,8.801
9,2,20,311,20.537,72.51,966.705,8.105
9,5,20,312,20.537,75.806,967.511,8.947
9,0,20,313,20.537,70.557,966.119,9.433
9,6,20,313,20.537,75.562,966.852,8.83
10,0,20,285,20.537,69.946,964.728,6.781
10,0,20,285,20.537,70.435,964.728,6.711
10,1,20,284,20.537,70.801,964.728,6.503
10,4,20,291,20.537,74.585,965.24,6.557
10,1,20,301,20.537,66.406,968.39,8.293
10,4,20,305,20.537,72.754,969.269,11.594
10,18,20,326,20.537,59.57,968.976,14.431
10,9,20,323,20.537,49.927,968.463,11.989
10,17,20,312,20.537,53.345,968.097,11.84
10,17,20,313,20.537,53.955,968.097,11.74
10,9,20,320,20.537,47.485,969.049,11.215
10,9,20,319,20.537,46.143,968.976,11.599
10,16,20,319,20.537,49.805,969.488,14.353
10,8,20,322,20.537,46.631,971.173,10.556
10,7,20,313,20.537,45.288,971.612,9.384
10,20,20,294,20.537,43.579,969.854,7.868
10,5,20,304,20.537,53.101,970.074,7.333
10,1,20,285,20.537,30.396,970.66,8.283
10,2,20,281,20.537,31.86,970.733,8.686
10,2,20,282,20.537,32.471,970.733,8.417
10,3,20,281,20.537,31.494,970.733,7.795
10,22,20,302,20.537,85.693,966.339,7.919
10,6,20,313,20.537,74.829,967.95,7.17
10,2,20,302,20.537,56.885,969.488,7.116
10,2,20,304,20.537,55.176,969.635,7.543
10,2,20,291,20.537,39.063,968.609,7.56
10,5,20,292,20.537,49.683,967.804,6.877
10,5,20,294,20.537,48.584,967.804,6.645
10,6,20,318,20.537,68.359,973.297,7.316
10,18,20,320,20.537,63.232,972.711,13.081
10,18,20,304,20.537,48.462,971.466,9.826
10,6,20,304,20.537,50.049,970.44,7.199
10,2,20,291,20.537,45.288,968.902,5.783
10,3,20,289,20.537,45.532,968.902,5.956
10,3,20,289,20.537,44.922,968.902,6.362
10,3,20,287,20.537,44.8,968.976,6.335
10,2,20,282,20.537,40.649,969.195,6.454
10,2,20,280,20.537,42.114,969.342,5.849
10,2,20,284,20.537,42.114,969.415,5.248
10,2,20,289,20.537,42.114,969.415,5.888
10,3,20,288,20.537,41.87,969.488,5.744
10,3,20,284,20.537,41.26,969.635,5.761
10,3,20,289,20.537,41.992,969.635,6.139
10,19,20,285,20.537,61.035,969.342,7.936
10,19,20,281,20.537,60.913,969.342,7.36
10,20,20,285,20.537,60.669,969.269,7.421
10,20,20,285,20.537,60.547,969.269,8.598
10,20,20,284,20.537,60.425,969.269,8.295
10,6,20,306,20.537,50.659,969.415,7.382
10,20,20,297,20.537,59.448,968.536,8.386
10,20,20,297,20.537,59.814,968.609,8.244
10,17,20,318,20.537,55.664,968.609,11.164
10,7,20,320,20.537,53.833,968.976,9.016
10,7,20,316,20.537,51.147,969.488,7.558
10,18,20,313,20.537,42.114,968.243,9.103
10,8,20,326,20.537,59.814,968.463,7.839
10,16,20,298,20.537,58.228,966.852,5.497
10,17,20,291,20.537,56.763,967.218,5.766
10,18,20,287,20.537,56.396,967.218,5.932
10,19,20,294,20.537,56.396,967.071,6.674
10,15,20,315,20.537,61.157,967.145,3.415
10,15,20,313,20.537,62.5,967.291,3.69
10,16,20,294,20.537,59.937,967.584,4.049
10,16,20,288,20.537,61.035,967.73,4.286
10,16,20,284,20.537,62.012,967.877,4.484
10,16,20,278,20.537,62.134,967.95,4.445
10,17,20,271,20.537,61.157,968.316,5.143
10,17,20,273,20.537,60.547,968.316,5.446
10,22,20,299,20.537,55.908,967.657,5.422
10,6,20,306,20.537,69.092,969.708,4.696
11,6,20,325,20.537,72.266,970.294,9.804
11,7,20,322,20.537,62.744,970.147,6.535
11,7,20,322,20.537,62.988,970.953,6.674
11,20,20,289,20.537,52.612,970.807,7.375
11,5,20,301,20.537,52.612,971.393,5.422
11,2,20,273,20.537,52.124,969.708,6.383
11,3,20,271,20.537,51.27,969.708,6.43
11,3,20,260,20.537,49.316,969.854,6.22
11,21,20,309,20.537,62.378,965.753,5.91
11,23,20,267,20.537,49.683,965.094,5.722
11,0,20,289,20.537,48.096,964.801,4.345
11,0,20,278,20.537,48.218,964.947,3.993
11,1,20,278,20.537,47.729,964.801,3.935
11,3,20,294,20.537,48.95,965.094,5.492
11,18,20,313,20.537,62.866,966.046,8.835
11,7,20,320,20.537,61.035,967.364,8.088
11,15,20,313,20.537,58.838,966.705,7.397
11,8,20,326,20.537,64.819,968.17,7.829
11,18,20,305,20.537,64.819,968.17,8.449
11,23,20,295,20.537,62.744,968.023,5.436
11,5,20,274,20.537,62.012,969.708,4.057
11,21,20,316,20.537,61.89,968.243,7.751
11,19,20,308,20.537,48.95,968.756,8.388
11,6,20,301,20.537,45.41,969.415,4.54
11,16,20,274,20.537,55.176,967.877,6.664
11,17,20,284,20.537,49.194,968.463,5.651
11,18,20,282,20.537,48.828,968.536,5.715
11,18,20,278,20.537,48.462,968.609,5.734
11,21,20,289,20.537,47.241,968.316,4.645
11,7,20,313,20.537,52.612,968.976,5.146
11,15,20,287,20.537,54.077,968.17,5.548
11,18,20,291,20.537,44.189,969.342,7.773
11,14,20,312,20.537,41.016,968.316,7.387
11,10,20,327,20.537,41.382,970.514,8.456
11,13,20,326,20.537,49.316,970.221,8.449
11,15,20,311,20.537,40.039,970.001,5.568
11,17,20,125,20.537,66.284,969.342,2.362
11,19,20,312,20.537,48.34,969.342,2.272
11,20,20,308,20.537,53.711,969.415,2.03
11,21,20,94,20.537,53.467,968.976,3.485
11,1,20,277,20.537,43.091,968.536,2.018
11,2,20,15,20.537,44.556,968.756,1.158
11,2,20,67,20.537,50.781,968.829,0.856
11,4,20,159,20.537,47.607,968.829,2.213
11,4,20,316,20.537,64.209,972.198,6.383
11,16,20,295,20.537,65.796,972.052,6.237
11,17,20,295,20.537,65.918,972.052,6.296
11,21,20,86,20.537,43.335,970.44,2.079
12,21,20,306,20.537,74.463,967.73,7.66
12,21,20,306,20.537,75.806,967.657,6.735
12,17,20,131,20.537,39.185,970.44,2.404
12,7,20,160,20.537,26.245,970.88,2.702
12,15,20,230,20.537,22.583,968.536,8.42
1,14,20,104,20.537,38.452,969.562,5.6
1,14,20,117,20.537,33.325,969.781,4.091
1,19,20,249,20.537,24.658,970.733,4.865
1,20,20,250,20.537,23.193,970.66,4.674
1,20,20,249,20.537,22.461,970.587,4.381
2,11,20,52,20.537,34.668,961.358,2.103
2,7,20,34,20.537,30.396,975.641,3.244
4,1,20,301,20.537,31.006,968.536,10.185
4,2,20,302,20.537,30.884,968.463,10.595
4,2,20,301,20.537,30.518,968.609,10.424
9,0,80,320,20.659,69.824,965.68,11.157
9,6,80,323,20.659,73.242,966.998,11.678
9,2,80,309,20.659,71.289,966.632,9.815
9,5,80,316,20.659,75.317,967.584,9.585
9,0,80,312,20.659,69.702,966.119,10.989
9,6,80,316,20.659,72.876,966.852,8.487
10,0,80,288,20.659,69.458,964.728,8.589
10,4,80,292,20.659,72.998,965.313,5.882
10,4,80,309,20.659,72.632,969.342,12.045
10,8,80,326,20.659,50.293,968.609,12.454
10,17,80,312,20.659,52.979,968.023,13.914
10,16,80,319,20.659,47.485,969.488,16.198
10,17,80,312,20.659,43.213,971.246,12.669
10,5,80,302,20.659,52.246,970.221,7.88
10,1,80,302,20.659,50.781,971.1,9.01
10,0,80,291,20.659,28.076,970.514,9.653
10,1,80,287,20.659,30.151,970.587,9.617
10,1,80,285,20.659,29.785,970.66,10.032
10,3,80,278,20.659,29.907,970.733,8.809
10,3,80,280,20.659,28.564,970.807,9.184
